NUMERO DE ESTUDIANTE;TIPO DE INGRESO;COHORTE;AÑO_INGRESO;TIPO_LICEO;PROCEDENCIA_DEL_LICEO;PROMEDIO_BACHILLERATO;GENERO;NOMBRE_CARRERA;SITUACION;INDICE ACADEMICO;ULTIMO PERIODO CURSADO
2439;Admisión OPSU;12;2012;O;DISTRITO CAPITAL;;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1,4615;Septiembre-Diciembre 2012
2440;Admisión OPSU;12;2012;P;Miranda;;M;GESTIÓN DE LA HOSPITALIDAD;ACTIVO;4;Enero-Marzo   2018
2441;Admisión OPSU;12;2012;P;VARGAS;16,5;F;ADMINISTRACIÓN ADUANERA;ACTIVO;3,3182;Enero-Marzo   2018
2442;Admisión OPSU;12;2012;P;VARGAS;14,83;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;2,7;Enero-Marzo 2013
2443;Admisión OPSU;12;2012;O;VARGAS;;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2012
2444;Admisión OPSU;12;2012;O;DISTRITO CAPITAL;16,07;F;COMERCIO EXTERIOR;SUSPENDIDO;2,6154;Enero-Marzo 2013
2445;Admisión OPSU;12;2012;P;Vargas;14,4;M;ADMINISTRACIÓN HOTELERA;ACTIVO;3,5172;Enero-Marzo   2017
2446;Admisión OPSU;17;2017;P;Vargas;16,1;M;TECNOLOGÍA ELÉCTRICA;PERIODO DE PRUEBA;2,1538;Enero-Marzo   2018
2447;Admisión OPSU;12;2012;O;VARGAS;;F;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;2,85;Enero-Marzo 2013
2448;Admisión OPSU;12;2012;P;Vargas;15,38;M;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;1,2308;Septiembre-Diciembre 2012
2449;Admisión Regular;15;2016;S;Miranda;14,9024;M;COMERCIO EXTERIOR;SUSPENDIDO;1,4615;Abril-Julio 2016
2450;Admisión OPSU;12;2012;O;Distrito Federal;;F;ADMINISTRACIÓN HOTELERA;ACTIVO;3,7537;Abril-Julio 2016
2451;Admisión OPSU;12;2012;P;Vargas;15,88;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1,6522;Septiembre-Diciembre 2013
2452;Admisión OPSU;12;2012;S;MIRANDA;;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1,6923;Septiembre-Diciembre 2012
2453;Admisión OPSU;12;2012;S;VARGAS;17,57;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,3846;Septiembre-Diciembre 2012
2454;Admisión OPSU;12;2012;P;VARGAS;;F;COMERCIO INTERNACIONAL;SUSPENDIDO;1,75;Septiembre-Diciembre 2012
2455;Admisión OPSU;17;2017;O;Vargas;17,439;M;COMERCIO EXTERIOR;PERIODO DE PRUEBA;2,1538;Septiembre - Diciembre 2017
2456;Admisión OPSU;12;2012;P;VARGAS;12,9;M;COMERCIO EXTERIOR;SUSPENDIDO;2,3846;Enero-Marzo 2013
2457;Admisión Regular;15;2016;P;VARGAS;15,3077;F;ADMINISTRACIÓN DEL TURISMO;ACTIVO;4,3226;Enero-Marzo   2018
2458;Admisión Regular;15;2016;S;Distrito Federal;16,5333;F;ORGANIZACIÓN EMPRESARIAL;ACTIVO;4,1887;Enero-Marzo   2018
2459;Segunda Carrera;12;2013;O;DISTRITO CAPITAL;13,63;M;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;4,5;Enero-Marzo   2014
2460;Admisión Regular;12;2012;P;Miranda;12,8;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1;Septiembre-Diciembre 2012
2461;Admisión OPSU;17;2017;P;Miranda;16,8049;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre - Diciembre 2017
2462;Admisión Regular;12;2012;O;Miranda;14,1;M;ORGANIZACIÓN EMPRESARIAL;ACTIVO;3,2761;Septiembre - Diciembre 2017
2463;Equivalencia;12;2013;;;;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;4,0488;Enero-Marzo   2016
2464;Equivalencia;16;2017;P;MIRANDA;;F;GESTIÓN DE LA HOSPITALIDAD;ACTIVO;0;Enero-Marzo   2018
2465;Admisión OPSU;17;2017;P;Miranda;16,8049;F;MANTENIMIENTO AERONÁUTICO;ACTIVO;4,6923;Enero-Marzo   2018
2466;Admisión OPSU;17;2017;O;Vargas;16,9512;F;TECNOLOGÍA ELECTRÓNICA;ACTIVO;3,2308;Enero-Marzo   2018
2467;Admisión OPSU;17;2017;O;Vargas;18,561;F;COMERCIO EXTERIOR;PERIODO DE PRUEBA;1,9231;Septiembre - Diciembre 2017
2468;Admisión Regular;12;2012;O;Miranda;15,56;M;TECNOLOGÍA ELECTRÓNICA;CAMBIO DE SEDE;3,9559;Enero-Marzo   2014
2469;Admisión Regular;15;2016;S;Miranda;13,1463;M;MANTENIMIENTO AERONÁUTICO;PERIODO DE PRUEBA;1,9231;Abril-Julio 2016
2470;Admisión OPSU;17;2017;S;Vargas;16,9;M;COMERCIO EXTERIOR;ACTIVO;3,6923;Enero-Marzo   2018
2471;Admisión OPSU;17;2017;S;Vargas;15,8537;F;ADMINISTRACIÓN DEL TRANSPORTE;PERIODO DE PRUEBA;2,1538;Enero-Marzo   2018
2472;Admisión Regular;13;2013;P;Vargas;18,18;F;GESTIÓN DE LA HOSPITALIDAD;ACTIVO;4,8046;Enero-Marzo   2018
2473;Admisión Regular;13;2013;O;Vargas;13,43;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,9091;Septiembre - Diciembre 2014
2474;Admisión OPSU;17;2017;S;Miranda;16,325;F;GESTIÓN DE LA HOSPITALIDAD;ACTIVO;3,125;Enero-Marzo   2018
2475;Admisión Regular;13;2013;P;Anzoátegui;15,33;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;4,0282;Enero-Marzo   2016
2476;Admisión Regular;13;2013;P;Vargas;16,58;F;COMERCIO INTERNACIONAL;ACTIVO;3,5854;Enero-Marzo   2018
2477;Admisión Regular;13;2013;P;Vargas;13,71;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,8519;julio-agosto 2014
2478;Admisión Regular;13;2013;P;Distrito Federal;14,8;F;COMERCIO EXTERIOR;SUSPENDIDO;2,7391;Enero-Marzo   2014
2479;Admisión Regular;13;2013;O;Distrito Federal;18;M;COMERCIO INTERNACIONAL;SUSPENDIDO;3,7813;Enero-Marzo   2016
2480;Admisión OPSU;17;2017;S;Vargas;18,0909;F;GESTIÓN DE LA HOSPITALIDAD;ACTIVO;3,3125;Enero-Marzo   2018
2481;Admisión Regular;13;2013;S;Vargas;13,4186;M;COMERCIO EXTERIOR;SUSPENDIDO;2,85;Enero-Marzo   2014
2482;Admisión OPSU;17;2017;S;Distrito Federal;15,75;F;ADMINISTRACIÓN DEL TURISMO;PERIODO DE PRUEBA;2,2308;Enero-Marzo   2018
2483;Admisión Regular;13;2013;S;Vargas;14,63;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;4,2308;Enero-Marzo   2014
2484;Admisión Regular;13;2013;P;Miranda;13,9;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;2,1538;Septiembre-Diciembre 2013
2485;Admisión Regular;13;2013;P;Vargas;16,14;M;TECNOLOGÍA MECÁNICA;ACTIVO;3,6053;Enero-Marzo   2018
2486;Admisión Regular;13;2013;O;Vargas;17,86;M;TECNOLOGÍA ELECTRÓNICA;ACTIVO;4,1;Enero-Marzo   2018
2487;Admisión Regular;13;2013;P;NUEVA ESPARTA;16,02;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;3,3208;Abril-Julio 2015
2488;Admisión Regular;13;2013;P;Vargas;13,82;F;TECNOLOGÍA MECÁNICA;ACTIVO;3,1633;Enero-Marzo   2018
2489;Admisión Regular;13;2013;P;VARGAS;15,17;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,7241;Abril-Julio 2016
2490;Admisión Regular;15;2016;P;Distrito Federal;13,3415;F;COMERCIO EXTERIOR;SUSPENDIDO;1;Abril-Julio 2016
2491;Admisión Regular;13;2013;P;Vargas;15,9;M;TECNOLOGÍA ELECTRÓNICA;ACTIVO;3,2558;Enero-Marzo   2018
2492;Admisión Regular;13;2013;P;Vargas;15,93;M;COMERCIO EXTERIOR;SUSPENDIDO;1,4615;Septiembre-Diciembre 2013
2493;Admisión Regular;13;2013;P;Vargas;15,48;M;ADMINISTRACIÓN ADUANERA;ACTIVO;3,6807;Enero-Marzo   2017
2494;Admisión Regular;13;2013;S;Vargas;16,31;M;TECNOLOGÍA MECÁNICA;ACTIVO;3,2137;Enero-Marzo   2018
2495;Admisión Regular;13;2013;S;Vargas;18,29;F;ADMINISTRACIÓN DEL TRANSPORTE;ACTIVO;4,1765;Enero-Marzo   2018
2496;Admisión Regular;13;2013;P;DISTRITO CAPITAL;18,52;M;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1,6923;Septiembre-Diciembre 2013
2497;Admisión Regular;13;2013;S;VARGAS;15,77;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;3,5088;Enero-Marzo   2016
2498;Admisión Regular;13;2013;P;MIRANDA;16,88;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2499;Admisión Regular;13;2013;P;Vargas;14,6829;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2500;Admisión Regular;13;2013;P;VARGAS;16,45;F;COMERCIO EXTERIOR;ACTIVO;3,8145;Enero-Marzo   2018
2501;Admisión Regular;13;2013;O;Vargas;16,05;F;COMERCIO EXTERIOR;SUSPENDIDO;2,5862;Enero-Marzo   2014
2502;Admisión Regular;13;2013;S;Vargas;15,67;M;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;1,2308;Septiembre-Diciembre 2013
2503;Admisión Regular;13;2013;S;VARGAS;15,23;M;COMERCIO EXTERIOR;SUSPENDIDO;2,2069;Enero-Marzo   2014
2504;Admisión Regular;13;2013;P;Vargas;15,67;M;COMERCIO EXTERIOR;SUSPENDIDO;2,1538;Septiembre-Diciembre 2013
2505;Admisión Regular;13;2013;P;VARGAS;16,14;F;COMERCIO EXTERIOR;ACTIVO;3,4466;Enero-Marzo   2018
2506;Admisión Regular;13;2013;P;Vargas;13,79;M;TECNOLOGÍA ELECTRÓNICA;RETIRADO;3;Enero-Marzo   2017
2507;Admisión Regular;13;2013;P;ARAGUA;12,57;M;COMERCIO EXTERIOR;ACTIVO;3,6462;Enero-Marzo   2018
2508;Admisión Regular;13;2013;P;Distrito Federal;11,4;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2509;Admisión Regular;15;2016;S;Distrito Federal;16,8864;F;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;1;Abril-Julio 2016
2510;Admisión Regular;13;2013;O;Vargas;14,52;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,7586;Septiembre - Diciembre 2014
2511;Admisión Regular;13;2013;S;Distrito Federal;14,45;M;TECNOLOGÍA ELECTRÓNICA;PERIODO DE PRUEBA;2,9556;Septiembre - Diciembre 2017
2512;Admisión Regular;13;2013;O;VARGAS;14,19;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,8197;Septiembre - Diciembre 2016
2513;Admisión OPSU;17;2018;P;Guarico;14,9524;M;TECNOLOGÍA ELÉCTRICA;ACTIVO;0;Enero-Marzo   2018
2514;Admisión Regular;13;2013;P;Distrito Federal;12,64;F;ADMINISTRACIÓN HOTELERA;ACTIVO;3,1832;Enero-Marzo   2018
2515;Admisión Regular;13;2013;P;MIRANDA;14,33;F;COMERCIO EXTERIOR;RETIRADO;3,1868;Enero-Marzo   2017
2516;Admisión OPSU;17;2018;O;Distrito Federal;12,5;M;ADMINISTRACIÓN HOTELERA;ACTIVO;0;Enero-Marzo   2018
2517;Admisión Regular;13;2013;O;Vargas;16,42;F;COMERCIO EXTERIOR;ACTIVO;3,3875;Enero-Marzo   2018
2518;Admisión Regular;13;2013;P;VARGAS;14,86;M;COMERCIO EXTERIOR;ACTIVO;3,495;Enero-Marzo   2018
2519;Admisión Regular;13;2013;O;ARAGUA;16,64;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2520;Admisión Regular;13;2013;P;VARGAS;13,86;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2521;Admisión Regular;13;2013;P;Vargas;13,71;F;ADMINISTRACIÓN ADUANERA;ACTIVO;3,6847;Enero-Marzo   2018
2522;Admisión Regular;13;2013;O;VARGAS;15,52;F;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre-Diciembre 2013
2523;Admisión Regular;13;2013;P;VARGAS;14,83;M;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;3,4177;Enero-Marzo   2016
2524;Admisión Regular;13;2013;O;Vargas;18,64;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2525;Admisión Regular;13;2013;P;Vargas;16,9;F;COMERCIO EXTERIOR;SUSPENDIDO;1,2308;Septiembre-Diciembre 2013
2526;Admisión Regular;13;2013;P;Vargas;15,05;M;COMERCIO EXTERIOR;SUSPENDIDO;3,0167;Enero-Marzo   2016
2527;Admisión Regular;13;2013;O;Vargas;15,66;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1,4615;Septiembre-Diciembre 2013
2528;Admisión Regular;15;2016;O;Portuguesa;16,2821;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Abril-Julio 2016
2529;Admisión Regular;13;2013;P;Vargas;13,6;M;GESTIÓN DE LA HOSPITALIDAD;ACTIVO;3,8663;Enero-Marzo   2018
2530;Admisión Regular;13;2013;O;Distrito Federal;;F;INGENIERÍA DE MANTENIMIENTO;SUSPENDIDO;1;Septiembre-Diciembre 2013
2531;Admisión Regular;13;2013;O;VARGAS;15,64;F;ADMINISTRACIÓN ADUANERA;ACTIVO;3,7188;Septiembre - Diciembre 2017
2532;Admisión Regular;13;2013;P;DISTRITO CAPITAL;13,16;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;3,0577;Enero-Marzo   2017
2533;Admisión Regular;13;2013;O;GUARICO;16,21;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2534;Admisión Regular;13;2013;P;Vargas;14,57;M;TECNOLOGÍA MECÁNICA;ACTIVO;3,2095;Enero-Marzo   2018
2535;Admisión Regular;13;2013;O;Vargas;16,98;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,76;Enero-Marzo   2014
2536;Admisión Regular;13;2013;P;Distrito Federal;12,64;M;COMERCIO EXTERIOR;CAMBIO DE SEDE;3,9792;Septiembre - Diciembre 2014
2537;Admisión Regular;13;2013;P;VARGAS;15,74;F;COMERCIO EXTERIOR;ACTIVO;3,5854;Enero-Marzo   2018
2538;Admisión Regular;13;2013;P;VARGAS;17,62;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,5;Enero-Marzo   2015
2539;Admisión Regular;13;2013;O;Vargas;16,36;F;COMERCIO EXTERIOR;SUSPENDIDO;2,5862;Enero-Marzo   2014
2540;Admisión Regular;13;2013;O;Vargas;14,6829;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;2,7;Septiembre - Diciembre 2014
2541;Admisión Regular;13;2013;P;VARGAS;15,95;F;ADMINISTRACIÓN ADUANERA;ACTIVO;3,5455;Septiembre - Diciembre 2017
2542;Admisión Regular;13;2013;P;VARGAS;16,33;F;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre-Diciembre 2013
2543;Admisión Regular;13;2013;P;DISTRITO CAPITAL;12,79;F;ADMINISTRACIÓN DEL TURISMO;ACTIVO;3,2807;Enero-Marzo   2018
2544;Admisión Regular;13;2013;S;Vargas;15,84;F;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,9623;Enero-Marzo   2016
2545;Admisión Regular;13;2013;O;Distrito Federal;15,02;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,8;Enero-Marzo   2015
2546;Admisión Regular;13;2013;P;Vargas;14,93;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2547;Admisión Regular;15;2016;P;Distrito Federal;16,3659;F;ADMINISTRACIÓN HOTELERA;ACTIVO;4,2642;Enero-Marzo   2018
2548;Admisión Regular;13;2013;O;Distrito Federal;;F;COMERCIO INTERNACIONAL;ACTIVO;4;Enero-Marzo   2018
2549;Admisión Regular;13;2013;P;Distrito Federal;;F;COMERCIO INTERNACIONAL;SUSPENDIDO;1,75;Septiembre-Diciembre 2013
2550;Admisión Regular;13;2013;P;Miranda;;F;INGENIERÍA DE MANTENIMIENTO;ACTIVO;4,0667;Enero-Marzo   2018
2551;Admisión Regular;13;2013;O;Bolívar;;F;COMERCIO INTERNACIONAL;RETIRADO;4,0648;Septiembre - Diciembre 2016
2552;Admisión Regular;13;2013;O;Distrito Federal;;M;INGENIERÍA DE MANTENIMIENTO;SUSPENDIDO;1,8;Septiembre-Diciembre 2013
2553;Admisión Regular;13;2013;O;Miranda;;M;INGENIERÍA DE MANTENIMIENTO;ACTIVO;3,7658;Enero-Marzo   2018
2554;Admisión Regular;13;2013;O;Distrito Federal;;M;INGENIERÍA DE MANTENIMIENTO;RETIRADO;3,9573;Septiembre - Diciembre 2017
2555;Admisión Regular;13;2013;O;Aragua;;M;COMERCIO INTERNACIONAL;SUSPENDIDO;1,75;Septiembre-Diciembre 2013
2556;Admisión Regular;13;2013;P;Distrito Federal;15,88;F;TECNOLOGÍA ELECTRÓNICA;ACTIVO;3,9176;julio-agosto 2016
2557;Admisión Regular;13;2013;S;Distrito Federal;17,76;M;COMERCIO EXTERIOR;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2558;Admisión Regular;13;2013;O;Miranda;15,62;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,6091;Enero-Marzo   2018
2559;Admisión Regular;13;2013;P;DISTRITO CAPITAL;15,14;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2560;Admisión Regular;13;2013;S;Distrito Federal;13,76;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;3,22;Enero-Marzo   2015
2561;Admisión Regular;13;2013;P;Distrito Federal;14,38;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,2069;Abril-Julio 2015
2562;Admisión Regular;13;2013;P;Distrito Federal;16,64;F;COMERCIO EXTERIOR;SUSPENDIDO;4,2308;Septiembre-Diciembre 2013
2563;Admisión Regular;13;2013;P;Distrito Federal;13,55;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2564;Admisión Regular;13;2013;P;Distrito Federal;16,15;F;COMERCIO EXTERIOR;SUSPENDIDO;3,3846;Septiembre-Diciembre 2013
2565;Admisión Regular;13;2013;P;Aragua;12,48;M;TECNOLOGÍA ELECTRÓNICA;ACTIVO;3,3494;Enero-Marzo   2018
2566;Admisión Regular;13;2013;P;Miranda;13,45;F;TECNOLOGÍA ELÉCTRICA;CAMBIO DE SEDE;3,275;Septiembre - Diciembre 2014
2567;Admisión Regular;13;2013;P;MIRANDA;14,48;M;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2568;Admisión Regular;13;2013;S;Distrito Federal;16,53;F;ORGANIZACIÓN EMPRESARIAL;ACTIVO;3,6984;Enero-Marzo   2018
2569;Admisión OPSU;17;2017;P;Distrito Federal;17,561;F;GESTIÓN DE LA HOSPITALIDAD;ACTIVO;3,375;Enero-Marzo   2018
2570;Admisión Regular;13;2013;P;Miranda;15,57;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;3,1538;Septiembre-Diciembre 2013
2571;Admisión Regular;13;2013;P;Miranda;15,878;F;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;2,8462;Enero-Marzo   2014
2572;Admisión Regular;13;2013;P;Miranda;13,31;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,4907;Enero-Marzo   2018
2573;Admisión Regular;13;2013;P;Miranda;13,21;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2574;Admisión Regular;13;2013;P;Miranda;15,36;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2575;Admisión OPSU;17;2017;P;Vargas;19,5366;M;TECNOLOGÍA ELÉCTRICA;PERIODO DE PRUEBA;1,9231;Septiembre - Diciembre 2017
2576;Admisión Regular;13;2013;P;Bolívar;12,71;F;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;3,2069;Enero-Marzo   2014
2577;Admisión Regular;13;2013;P;Miranda;17,6;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;3,9231;Septiembre-Diciembre 2013
2578;Admisión Regular;13;2013;P;Miranda;15,71;F;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;3,7931;julio-agosto 2014
2579;Admisión Regular;13;2013;P;Distrito Federal;14,55;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2580;Admisión OPSU;17;2017;P;Aragua;18,0976;F;COMERCIO INTERNACIONAL;ACTIVO;3,375;Enero-Marzo   2018
2581;Admisión Regular;13;2013;O;MIRANDA;17,09;F;COMERCIO EXTERIOR;SUSPENDIDO;3,0769;Septiembre-Diciembre 2013
2582;Admisión Regular;13;2013;P;Distrito Federal;15,56;F;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;3,5211;julio-agosto 2015
2583;Admisión OPSU;17;2017;P;Bolivar;14,4146;F;TECNOLOGÍA ELÉCTRICA;PERIODO DE PRUEBA;2;Septiembre - Diciembre 2017
2584;Admisión Regular;13;2013;O;Distrito Federal;14,95;M;COMERCIO INTERNACIONAL;SUSPENDIDO;2,8857;Septiembre - Diciembre 2014
2585;Admisión Regular;13;2013;P;MIRANDA;15,02;F;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;1;Septiembre-Diciembre 2013
2586;Admisión Regular;13;2013;O;ARAGUA;17,77;F;COMERCIO EXTERIOR;SUSPENDIDO;2,7162;Septiembre - Diciembre 2017
2587;Admisión Regular;13;2013;P;Nueva Esparta;13;F;TECNOLOGÍA ELECTRÓNICA;RETIRADO;3,3;Septiembre - Diciembre 2016
2588;Admisión Regular;13;2013;S;Guárico;14,29;F;ORGANIZACIÓN EMPRESARIAL;CAMBIO DE SEDE;4,4138;Enero-Marzo   2014
2589;Admisión Regular;13;2013;O;DISTRITO CAPITAL;17,4;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2590;Admisión Regular;13;2013;S;Distrito Federal;17,93;F;COMERCIO INTERNACIONAL;ACTIVO;4,5;Enero-Marzo   2018
2591;Admisión Regular;13;2013;O;Distrito Federal;17,19;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,1538;Septiembre-Diciembre 2013
2592;Admisión Regular;13;2013;P;Distrito Federal;15,59;F;COMERCIO EXTERIOR;ACTIVO;3,8203;Enero-Marzo   2018
2593;Admisión Regular;13;2013;S;Distrito Federal;13,62;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,4348;Enero-Marzo   2018
2594;Admisión Regular;13;2013;P;MIRANDA;17,71;M;COMERCIO EXTERIOR;SUSPENDIDO;1,9231;Septiembre-Diciembre 2013
2595;Admisión Regular;13;2013;P;Distrito Federal;14,05;F;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,9423;Septiembre - Diciembre 2016
2596;Admisión Regular;13;2013;S;DISTRITO CAPITAL;14,76;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,2308;Septiembre-Diciembre 2013
2597;Admisión Regular;13;2013;P;Miranda;13;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2013
2598;Admisión Regular;13;2013;S;Vargas;14,68;M;TECNOLOGÍA ELECTRÓNICA;ACTIVO;3,6796;Enero-Marzo   2018
2599;Admisión Regular;13;2013;S;Vargas;13,98;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,931;Enero-Marzo   2014
2600;Admisión Regular;13;2013;P;DISTRITO CAPITAL;15,33;M;ADMINISTRACIÓN DEL TRANSPORTE;ACTIVO;3,8852;Septiembre - Diciembre 2017
2601;Admisión Regular;13;2013;O;Miranda;14,07;M;TECNOLOGÍA ELECTRÓNICA;CAMBIO DE SEDE;3,8333;julio-agosto 2015
2602;Admisión Regular;13;2013;P;Distrito Federal;16,1;M;COMERCIO INTERNACIONAL;RETIRADO;4,3056;Septiembre - Diciembre 2017
2603;Admisión Regular;13;2013;P;Distrito Federal;13,26;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;2,8462;Enero-Marzo   2014
2604;Admisión Regular;15;2016;P;Distrito Federal;15,3415;M;TECNOLOGÍA MECÁNICA;ACTIVO;3,6667;Enero-Marzo   2018
2605;Admisión Regular;13;2013;S;Distrito Federal;13,45;F;COMERCIO EXTERIOR;SUSPENDIDO;4,2;julio-agosto 2014
2606;Admisión Regular;13;2013;S;Distrito Federal;17,71;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2607;Admisión Regular;13;2013;S;Distrito Federal;16,17;F;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;3,8261;Abril-Julio 2016
2608;Admisión Regular;13;2013;S;Distrito Federal;17,69;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2609;Admisión Regular;13;2013;S;DISTRITO CAPITAL;12,45;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2610;Admisión Regular;13;2013;S;DISTRITO CAPITAL;15,21;F;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre-Diciembre 2013
2611;Admisión Regular;13;2013;O;Miranda;11,63;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,2143;Septiembre - Diciembre 2014
2612;Admisión Regular;13;2013;O;Lara;;M;INGENIERÍA DE MANTENIMIENTO;SUSPENDIDO;3,5192;Enero-Marzo   2017
2613;Admisión Regular;13;2013;P;Distrito Federal;13,02;M;MANTENIMIENTO AERONÁUTICO;ACTIVO;3,746;Enero-Marzo   2018
2614;Admisión Regular;13;2013;S;MIRANDA;14,81;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2013
2615;Admisión Regular;13;2013;O;Distrito Federal;16,129;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2;Enero-Marzo   2015
2616;Admisión Regular;13;2013;P;Miranda;14,05;M;TECNOLOGÍA ELÉCTRICA;ACTIVO;3,2029;julio-agosto 2016
2617;Admisión Regular;13;2013;P;Miranda;14,36;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,6154;Septiembre-Diciembre 2013
2618;Admisión Regular;13;2013;P;MIRANDA;14,83;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;3,1538;Enero-Marzo   2014
2619;Admisión Regular;13;2013;O;MIRANDA;15,7;F;ADMINISTRACIÓN DEL TRANSPORTE;ACTIVO;3,5738;Enero-Marzo   2018
