NUMERO DE ESTUDIANTE;TIPO DE INGRESO;COHORTE;AÑO_INGRESO;TIPO_LICEO;PROCEDENCIA_DEL_LICEO;PROMEDIO_BACHILLERATO;GENERO;NOMBRE_CARRERA;SITUACION;INDICE ACADEMICO;ULTIMO PERIODO CURSADO
182;Admisión Regular;05;2005;O;MIRANDA;13,6;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;2,9;Enero-Marzo 2007
183;Admisión Regular;05;2005;P;MIRANDA;12,9;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,8372;Septiembre-Diciembre 2007
184;Admisión Regular;05;2005;O;VARGAS;12,85;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,4;Enero-Marzo 2006
185;Admisión Regular;05;2005;O;Miranda;;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;1;Septiembre-Diciembre 2005
186;Diferimiento;05;2006;P;Distrito Federal;16,32;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1,6923;Enero-Marzo 2006
187;Equivalencia;05;2005;;;;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2005
188;Equivalencia;05;2006;P;VARGAS;12,9;F;COMERCIO EXTERIOR;SUSPENDIDO;0;Enero-Marzo 2006
189;Equivalencia;05;2006;;;;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,6552;Enero-Marzo 2007
190;Segunda Carrera;05;2005;;;;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;3,4706;Abril-Julio 2007
191;Segunda Carrera;05;2005;;;;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;0;Septiembre-Diciembre 2005
192;Segunda Carrera;05;2005;P;Distrito Federal;;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;0;Septiembre-Diciembre 2005
193;Segunda Carrera;05;2006;;;;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1,8;Abril-Julio 2006
194;Segunda Carrera;05;2006;;;;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,8718;Abril - Julio 2009
195;Segunda Carrera;05;2006;O;Distrito Federal;;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,6;Septiembre-Diciembre 2006
196;Admisión Regular;06;2006;P;Vargas;17,1;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,4194;Abril-Julio 2007
197;Admisión Regular;06;2006;P;Vargas;14,61;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,6429;Enero-Marzo 2007
198;Admisión Regular;06;2006;O;Vargas;17,15;M;COMERCIO EXTERIOR;SUSPENDIDO;3,0364;Septiembre-Diciembre 2007
199;Admisión Regular;06;2006;P;VARGAS;13,37;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,6923;Septiembre-Diciembre 2006
200;Admisión Regular;06;2006;P;VARGAS;15,32;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2006
201;Admisión Regular;06;2006;P;VARGAS;15,49;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,9268;Abril-Julio 2007
202;Admisión Regular;06;2006;P;VARGAS;18,32;F;COMERCIO EXTERIOR;SUSPENDIDO;1,9231;Septiembre-Diciembre 2006
203;Admisión Regular;06;2006;O;VARGAS;12,39;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,4783;Enero-Marzo 2007
204;Admisión Regular;06;2006;P;Vargas;17,8;F;COMERCIO EXTERIOR;SUSPENDIDO;0;Septiembre-Diciembre 2006
205;Admisión Regular;06;2006;O;VARGAS;15,85;M;COMERCIO EXTERIOR;SUSPENDIDO;2,8;Enero-Marzo 2007
206;Admisión Regular;06;2006;O;Vargas;14,51;M;COMERCIO EXTERIOR;SUSPENDIDO;3,2617;septiembre-diciembre  2010
207;Admisión Regular;06;2006;O;VARGAS;15,02;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,1111;Septiembre-Diciembre 2007
208;Admisión Regular;06;2006;S;VARGAS;16,78;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;2,5769;Septiembre-Diciembre 2008
209;Admisión Regular;06;2006;P;VARGAS;15,07;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,9565;Enero-Marzo 2008
210;Admisión Regular;06;2006;P;VARGAS;15,41;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,6383;Septiembre-Diciembre 2008
211;Admisión Regular;06;2006;O;VARGAS;17,9;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,7862;Enero- Marzo  2012
212;Admisión Regular;06;2006;O;Vargas;15,71;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,4615;Enero-Marzo 2007
213;Admisión Regular;06;2006;P;Vargas;15,8;F;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;1,9231;Septiembre-Diciembre 2006
214;Admisión Regular;06;2006;P;VARGAS;14,34;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;3,0476;Septiembre-Diciembre 2007
215;Admisión Regular;06;2006;O;VARGAS;15,9;F;COMERCIO EXTERIOR;SUSPENDIDO;2,6522;Abril-Julio 2007
216;Admisión Regular;06;2006;P;VARGAS;12,1;M;COMERCIO EXTERIOR;SUSPENDIDO;2,4889;Septiembre-Diciembre 2007
217;Admisión Regular;06;2006;O;VARGAS;15,9;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,6923;Enero-Marzo 2007
218;Admisión Regular;06;2006;P;VARGAS;18,93;F;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre-Diciembre 2006
219;Admisión Regular;06;2006;P;VARGAS;16,69;F;COMERCIO EXTERIOR;SUSPENDIDO;2,6154;Septiembre-Diciembre 2006
220;Admisión Regular;06;2006;O;MIRANDA;12,88;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,5;Septiembre-Diciembre 2007
221;Admisión Regular;06;2006;O;DISTRITO CAPITAL;12,66;M;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre-Diciembre 2006
222;Admisión Regular;15;2016;S;Distrito Federal;16,0732;F;ADMINISTRACIÓN ADUANERA;ACTIVO;3,98;Enero-Marzo   2018
223;Admisión Regular;06;2006;P;Miranda;14,98;F;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;3,6364;Septiembre-Diciembre 2007
224;Admisión Regular;06;2006;P;Distrito Federal;12,12;F;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,2821;Septiembre-Diciembre 2008
225;Admisión Regular;06;2006;O;Táchira;15,56;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;2;Septiembre-Diciembre 2006
226;Admisión Regular;06;2006;O;DISTRITO CAPITAL;13,2;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,6522;Enero-Marzo 2007
227;Admisión Regular;06;2006;S;Distrito Federal;13,68;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;3,7742;Abril-Julio 2007
228;Admisión Regular;06;2006;P;MIRANDA;13;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;3,0638;Septiembre-Diciembre 2007
229;Admisión Regular;06;2006;P;DISTRITO CAPITAL;16,22;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2006
230;Admisión Regular;06;2006;P;DISTRITO CAPITAL;17,34;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2006
231;Admisión Regular;06;2006;P;Bolívar;12,24;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,8431;Septiembre-Diciembre 2008
232;Admisión Regular;06;2006;O;MIRANDA;12,83;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1,913;Enero-Marzo 2007
233;Admisión Regular;06;2006;O;Distrito Federal;13,44;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,9;Enero-Marzo 2007
234;Admisión Regular;06;2006;P;Miranda;15,39;M;ADMINISTRACIÓN ADUANERA;ACTIVO;3,0755;Enero-Marzo   2018
235;Admisión Regular;06;2006;O;Monagas;12,38;M;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;2,9231;Enero-Marzo 2007
236;Admisión Regular;06;2006;P;Miranda;16,61;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1,8696;Enero-Marzo 2007
237;Admisión Regular;06;2006;P;MIRANDA;13,7;F;COMERCIO EXTERIOR;SUSPENDIDO;2,5932;Septiembre-Diciembre 2008
238;Admisión Regular;06;2006;P;Miranda;15,76;F;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,7419;Septiembre-Diciembre 2007
239;Admisión Regular;06;2006;P;Miranda;14,41;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,3947;Enero-Marzo 2010
240;Admisión Regular;06;2006;P;MIRANDA;18,93;F;COMERCIO EXTERIOR;SUSPENDIDO;1,4615;Septiembre-Diciembre 2006
241;Admisión Regular;06;2006;O;Distrito Federal;13,36;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,2381;Abril-Julio 2007
242;Admisión Regular;06;2006;S;DISTRITO CAPITAL;13,51;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,913;Enero-Marzo 2007
243;Admisión Regular;06;2006;O;Vargas;15,54;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,7857;Septiembre-Diciembre 2007
244;Admisión Regular;06;2006;O;Anzoátegui;13,77;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1;Septiembre-Diciembre 2006
245;Admisión Regular;06;2006;O;Anzoátegui;14,88;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1;Septiembre-Diciembre 2006
246;Admisión Regular;06;2006;P;DISTRITO CAPITAL;16,35;M;COMERCIO EXTERIOR;SUSPENDIDO;2,9487;Abril - Julio 2008
247;Admisión Regular;06;2006;P;Miranda;13,97;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;3,8427;Abril - Julio 2008
248;Admisión Regular;06;2006;O;Miranda;12,71;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;3,9057;Abril - Julio 2008
249;Admisión Regular;06;2006;S;MIRANDA;15,79;F;COMERCIO EXTERIOR;SUSPENDIDO;2,0769;Enero-Marzo 2007
250;Admisión Regular;06;2006;P;MIRANDA;13,16;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2006
251;Admisión Regular;06;2006;P;MIRANDA;13,32;F;COMERCIO EXTERIOR;SUSPENDIDO;1,9231;Septiembre-Diciembre 2006
252;Admisión Regular;06;2006;P;MIRANDA;14,78;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,3214;Septiembre-Diciembre 2009
253;Admisión Regular;06;2006;P;Distrito Federal;12,98;M;COMERCIO EXTERIOR;SUSPENDIDO;2,8696;Enero-Marzo 2007
254;Admisión Regular;06;2006;P;DISTRITO CAPITAL;13,85;M;COMERCIO EXTERIOR;SUSPENDIDO;2,7647;Septiembre-Diciembre 2007
255;Admisión Regular;06;2006;O;DISTRITO CAPITAL;13,95;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,913;Enero-Marzo 2007
256;Admisión Regular;06;2006;P;LARA;17;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;3,8652;Abril - Julio 2008
257;Admisión Regular;06;2006;O;Distrito Federal;11,23;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1;Septiembre-Diciembre 2006
258;Admisión Regular;06;2006;O;DISTRITO CAPITAL;12,78;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;3,0781;Intensivo 2008
259;Admisión Regular;06;2006;O;Distrito Federal;13,98;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,6471;Enero-Marzo 2008
260;Admisión Regular;06;2006;P;MIRANDA;13,24;M;COMERCIO EXTERIOR;SUSPENDIDO;2,8889;Abril-Julio 2007
261;Admisión Regular;06;2006;P;Miranda;16,15;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;2,9;Enero-Marzo 2007
262;Admisión Regular;06;2006;O;MIRANDA;15,36;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;2,6897;Enero-Marzo 2007
263;Admisión Regular;06;2006;O;Miranda;14,6;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1,2308;Septiembre-Diciembre 2006
264;Admisión Regular;06;2006;O;Distrito Federal;14,88;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2006
265;Admisión Regular;06;2006;O;MIRANDA;13,56;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,3542;Intensivo 2008
266;Admisión Regular;06;2006;P;Distrito Federal;12,03;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;2,619;Septiembre-Diciembre 2008
267;Admisión Regular;06;2006;P;DISTRITO CAPITAL;12,27;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;3,2019;Abril - Julio 2009
268;Admisión Regular;06;2006;P;MIRANDA;12,97;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;2,6364;Abril-Julio 2007
269;Admisión Regular;06;2006;O;Distrito Federal;16,23;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;2,6933;Enero-Marzo 2009
270;Admisión Regular;06;2006;O;Miranda;11,74;M;COMERCIO EXTERIOR;SUSPENDIDO;2,8824;Intensivo 2008
271;Admisión Regular;06;2006;O;DISTRITO CAPITAL;15,5;M;COMERCIO EXTERIOR;SUSPENDIDO;3,3237;Abril-Julio 2015
272;Admisión Regular;06;2006;O;Distrito Federal;15,16;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;3,3023;Septiembre-Diciembre 2007
273;Admisión Regular;06;2006;O;ARAGUA;14;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,4324;Enero-Marzo 2009
274;Admisión Regular;06;2006;O;MIRANDA;11,12;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;3,1935;Septiembre-Diciembre 2008
275;Admisión Regular;06;2006;O;MIRANDA;16,44;F;COMERCIO EXTERIOR;SUSPENDIDO;2,9737;Intensivo 2008
276;Admisión Regular;06;2006;S;DISTRITO CAPITAL;13;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,4382;Intensivo 2008
277;Admisión Regular;06;2006;P;MIRANDA;14,37;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;3,4063;Enero-Marzo 2008
278;Admisión Regular;06;2006;P;DISTRITO CAPITAL;14,68;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,2308;Septiembre-Diciembre 2006
279;Admisión Regular;06;2006;P;MIRANDA;12,2;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,9565;Enero-Marzo 2007
280;Admisión Regular;06;2006;P;Distrito Federal;17,2;F;COMERCIO EXTERIOR;SUSPENDIDO;4,12;Abril-Julio 2007
281;Admisión Regular;06;2006;P;MIRANDA;15,41;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,3556;Abril-Julio 2007
282;Admisión Regular;06;2006;O;Distrito Federal;13,15;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;3,6327;Enero-Marzo 2008
283;Admisión Regular;06;2006;O;Distrito Federal;11,93;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,5882;Septiembre-Diciembre 2007
284;Admisión Regular;06;2006;O;Distrito Federal;15,29;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,95;Enero-Marzo 2007
285;Admisión Regular;06;2006;O;Miranda;15,32;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;4,0968;Enero-Marzo 2007
286;Admisión Regular;06;2006;P;DISTRITO CAPITAL;12,9;F;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;1,7826;Abril-Julio 2007
287;Admisión Regular;06;2006;P;MIRANDA;12,22;M;COMERCIO EXTERIOR;SUSPENDIDO;1,4615;Septiembre-Diciembre 2006
288;Admisión Regular;06;2006;O;DISTRITO CAPITAL;13,41;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,2273;Intensivo 2008
289;Admisión Regular;06;2006;P;MIRANDA;14,02;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2006
290;Admisión Regular;06;2006;O;Distrito Federal;14,77;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2006
291;Admisión Regular;06;2006;P;Distrito Federal;13,8;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;3,25;Intensivo 2008
292;Admisión Regular;06;2006;P;DISTRITO CAPITAL;11,85;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,6341;Abril-Julio 2007
293;Admisión Regular;06;2006;P;DISTRITO CAPITAL;13,95;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;2,6341;Septiembre-Diciembre 2006
294;Admisión Regular;06;2006;O;Miranda;15,3;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,6;Abril - Julio 2008
295;Admisión Regular;06;2006;S;Distrito Federal;11,8;M;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;3,3333;Abril-Julio 2016
296;Admisión Regular;06;2006;S;Distrito Federal;17,5;F;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;1,9231;Septiembre-Diciembre 2006
297;Admisión Regular;06;2006;O;DISTRITO CAPITAL;12,41;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;1;Septiembre-Diciembre 2006
298;Admisión Regular;06;2006;O;Miranda;15,29;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;1;Septiembre-Diciembre 2006
299;Admisión Regular;06;2006;P;Miranda;13,03;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;2,7312;Enero-Marzo 2010
300;Admisión Regular;06;2006;O;MIRANDA;13,98;F;ADMINISTRACIÓN DEL TURISMO;ACTIVO;3,8106;septiembre-diciembre  2010
301;Admisión Regular;06;2006;O;MIRANDA;15,83;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,3613;septiembre-diciembre  2010
302;Admisión Regular;06;2006;O;Lara;14,5;F;COMERCIO EXTERIOR;SUSPENDIDO;2,7813;Enero-Marzo 2008
303;Admisión Regular;06;2006;S;MIRANDA;13,56;F;COMERCIO EXTERIOR;SUSPENDIDO;1,9231;Septiembre-Diciembre 2006
304;Admisión Regular;06;2006;S;Miranda;14,61;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;4,0345;Abril-Julio 2007
305;Admisión Regular;06;2006;P;MIRANDA;18,02;F;COMERCIO EXTERIOR;SUSPENDIDO;3,9545;Enero-Marzo 2007
306;Admisión Regular;06;2006;P;MIRANDA;13,46;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,8824;Intensivo 2007
307;Admisión Regular;06;2006;P;Distrito Federal;11,34;M;TECNOLOGÍA MECÁNICA;SUSPENDIDO;2,6071;Enero-Marzo 2007
308;Admisión Regular;06;2006;O;Distrito Federal;17,93;F;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre-Diciembre 2006
309;Admisión Regular;06;2006;P;Miranda;18,46;F;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;4,25;Septiembre-Diciembre 2007
310;Admisión Regular;06;2006;O;Vargas;15,71;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,7692;Enero-Marzo 2007
311;Admisión Regular;06;2006;O;MIRANDA;12,68;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,9821;Abril - Julio 2008
312;Admisión Regular;06;2006;P;Miranda;12,84;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,942;Abril - Julio 2009
313;Admisión Regular;06;2006;O;Distrito Federal;15,54;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,3043;Enero-Marzo 2007
314;Admisión Regular;06;2006;O;Distrito Federal;16,37;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,9565;Enero-Marzo 2007
315;Admisión Regular;06;2006;O;Distrito Federal;17,34;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,6774;Abril-Julio 2007
316;Admisión Regular;06;2006;P;Distrito Federal;13,63;M;TECNOLOGÍA ELÉCTRICA;SUSPENDIDO;1;Septiembre-Diciembre 2006
317;Admisión Regular;06;2006;O;Distrito Federal;15,54;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;3,0526;Abril-Julio 2007
318;Admisión Regular;06;2006;P;MIRANDA;11,59;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,8421;Enero-Marzo 2007
319;Admisión Regular;06;2006;O;Miranda;12,85;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;1;Septiembre-Diciembre 2006
320;Admisión Regular;06;2006;O;Vargas;17,56;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1;Septiembre-Diciembre 2006
321;Admisión Regular;06;2006;P;CARABOBO;14,54;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;2,6962;Abril - Julio 2010
322;Admisión Regular;06;2006;S;CARABOBO;16,68;F;COMERCIO EXTERIOR;SUSPENDIDO;2,2188;Abril-Julio 2007
323;Admisión Regular;06;2006;P;Distrito Federal;14,39;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,0156;Enero-Marzo 2008
324;Admisión Regular;06;2006;P;DISTRITO CAPITAL;16,58;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;2,9231;Enero-Marzo 2007
325;Admisión Regular;06;2006;P;DISTRITO CAPITAL;13,08;M;COMERCIO EXTERIOR;SUSPENDIDO;3,5564;Abril-Julio 2011
326;Admisión Regular;06;2006;O;Distrito Federal;16,54;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;0;Septiembre-Diciembre 2006
327;Admisión Regular;06;2006;O;Distrito Federal;13,98;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1,2308;Septiembre-Diciembre 2006
328;Admisión Regular;06;2006;P;Distrito Federal;16,24;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;3,0877;Septiembre-Diciembre 2007
329;Admisión Regular;06;2006;P;MIRANDA;17,42;F;ADMINISTRACIÓN DEL TURISMO;SUSPENDIDO;1;Septiembre-Diciembre 2006
330;Admisión Regular;06;2006;P;Miranda;16,9;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,2;Abril - Julio 2010
331;Admisión Regular;06;2006;O;CARABOBO;16,76;F;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;4,325;Abril-Julio 2007
332;Admisión Regular;06;2006;P;MIRANDA;12,61;M;COMERCIO EXTERIOR;SUSPENDIDO;3,0303;Abril - Julio 2008
333;Admisión Regular;06;2006;O;Miranda;17,61;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;2,8205;Septiembre-Diciembre 2007
334;Admisión Regular;06;2006;O;DISTRITO CAPITAL;13,83;M;ADMINISTRACIÓN DEL TRANSPORTE;SUSPENDIDO;3,4453;Enero- Marzo  2012
335;Admisión Regular;06;2006;O;DISTRITO CAPITAL;17,59;F;COMERCIO EXTERIOR;SUSPENDIDO;2,9634;Abril - Julio 2008
336;Admisión Regular;06;2006;O;Distrito Federal;13,54;M;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;3,703;Enero-Marzo 2010
337;Admisión Regular;06;2006;O;Distrito Federal;14,76;F;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;3,375;Abril-Julio 2007
338;Admisión Regular;06;2006;O;Distrito Federal;14,79;F;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;1,2308;Septiembre-Diciembre 2006
339;Admisión Regular;06;2006;O;Distrito Federal;12,98;M;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1;Septiembre-Diciembre 2006
340;Admisión Regular;06;2006;P;DISTRITO CAPITAL;13,73;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,0685;Intensivo 2008
341;Admisión Regular;06;2006;O;Distrito Federal;12,08;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,5873;Septiembre-Diciembre 2009
342;Admisión Regular;06;2006;P;DISTRITO CAPITAL;14,63;F;COMERCIO EXTERIOR;SUSPENDIDO;2,9028;Abril - Julio 2008
343;Admisión Regular;06;2006;P;MIRANDA;13,48;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;1,9231;Septiembre-Diciembre 2006
344;Admisión Regular;06;2006;S;Distrito Federal;14,5;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1,4615;Septiembre-Diciembre 2006
345;Admisión Regular;06;2006;O;Miranda;16,07;F;ORGANIZACIÓN EMPRESARIAL;SUSPENDIDO;1;Septiembre-Diciembre 2006
346;Admisión Regular;06;2006;O;Distrito Federal;14,51;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;3,0811;Enero-Marzo 2009
347;Admisión Regular;06;2006;P;VARGAS;17;F;COMERCIO EXTERIOR;SUSPENDIDO;2,6765;Abril-Julio 2007
348;Admisión Regular;06;2006;O;VARGAS;18,12;F;ADMINISTRACIÓN ADUANERA;SUSPENDIDO;3,2037;Septiembre-Diciembre 2007
349;Admisión Regular;06;2006;O;Vargas;18,17;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;1;Septiembre-Diciembre 2006
350;Admisión Regular;06;2006;O;VARGAS;12,44;M;MANTENIMIENTO AERONÁUTICO;SUSPENDIDO;4,4615;Enero-Marzo 2007
351;Admisión Regular;06;2006;O;VARGAS;16,1;M;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre-Diciembre 2006
352;Admisión Regular;06;2006;P;VARGAS;14,41;F;COMERCIO EXTERIOR;SUSPENDIDO;2,0345;Enero-Marzo 2007
353;Admisión Regular;06;2006;P;Aragua;11,2963;M;TECNOLOGÍA ELECTRÓNICA;SUSPENDIDO;2,5385;Enero-Marzo 2008
354;Admisión Regular;06;2006;P;Miranda;;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;3,2667;Septiembre-Diciembre 2007
355;Admisión Regular;06;2006;O;Distrito Federal;13,57;M;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;2,7586;Intensivo 2007
356;Admisión Regular;06;2006;P;Aragua;;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;2,9605;Abril - Julio 2008
357;Admisión Regular;06;2006;P;Miranda;;M;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;3,3659;Enero-Marzo 2008
358;Diferimiento;06;2006;P;Miranda;14,37;M;COMERCIO EXTERIOR;SUSPENDIDO;1;Septiembre-Diciembre 2006
359;Diferimiento;06;2007;P;MIRANDA;11,45;M;ADMINISTRACIÓN HOTELERA;SUSPENDIDO;1;Enero-Marzo 2007
360;Equivalencia;06;2006;;;;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;2,3333;Septiembre-Diciembre 2006
361;Equivalencia;06;2006;;;;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;3,6364;Septiembre-Diciembre 2007
362;Equivalencia;06;2006;;;;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;1,3333;Septiembre-Diciembre 2006
363;Equivalencia;06;2006;;;;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;2,7692;Septiembre-Diciembre 2007
364;Equivalencia;06;2006;;;;F;GESTIÓN DE LA HOSPITALIDAD;SUSPENDIDO;1,8077;Enero-Marzo 2007
