NUMERO DE ESTUDIANTE;TIPO_DE_INGRESO;COHORTE;AÑO_INGRESO;TIPO_DE_LICEO;PROCEDENCIA_DEL_LICEO;PROMEDIO DE BACHILLERATO;GENERO;NOMBRE_CARRERA;DESC_SITUACION_GLOBAL;IINDICE;ULTIMO PERIODO CURSADO
5680;ADMISION REGULAR;2008;2008;PRIVADO;Miranda;17,6341;F;Ingeniería de Materiales;GRADUADO;3,7621;ENERO-MARZO 2015
5681;ADMISION REGULAR;2007;2007;PRIVADO;Miranda;16,1951;M;Ingeniería Química;GRADUADO;3,4520;ENERO-MARZO 2015
5682;ADMISION REGULAR;2008;2008;PRIVADO;Distrito Federal;17,0666;M;Ingeniería Mecánica;Inactivo norma de retiros;3,2452;ENERO-MARZO 2015
5683;CIU;2008;2008;OFICIAL;Miranda;14,8292;F;Urbanismo;GRADUADO;3,6912;ENERO-MARZO 2015
5684;OPSU;2007;2007;PRIVADO;Trujillo;18,5;M;Ingeniería de Materiales;GRADUADO;3,1643;ENERO-MARZO 2015
5685;ADMISION REGULAR;2006;2006;PRIVADO;;18,05;M;Ingeniería Eléctrica;GRADUADO;3,1630;ENERO-MARZO 2015
5686;ADMISION REGULAR;2007;2007;PRIVADO;Distrito Federal;16,7317;M;Ingeniería Eléctrica;GRADUADO;3,3561;ENERO-MARZO 2015
5687;CIU;2007;2007;PRIVADO;Miranda;14,2926;F;Arquitectura;GRADUADO;3,6801;ENERO-MARZO 2015
5688;OPSU;2007;2007;;;;F;Licenciatura en Biología;GRADUADO;3,8229;ENERO-MARZO 2015
5689;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;13,8536;F;Organización Empresarial;GRADUADO;4,096;ENERO-MARZO 2015
5690;ADMISION REGULAR;2009;2009;PRIVADO;Distrito Federal;18,6341;M;Ingeniería Mecánica;GRADUADO;4,3640;ENERO-MARZO 2015
5691;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;18,439;F;Ingeniería Eléctrica;Inactivo norma de retiros;3,0978;ENERO-MARZO 2015
5692;OPSU;2012;2012;PRIVADO;Sucre;17,6097;F;Licenciatura en Matemáticas;Inactivo Eliminado 3PP;2,8333;ENERO-MARZO 2015
5693;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;15,0243;M;Ingeniería de Materiales;Inactivo norma de retiros;3,4150;ENERO-MARZO 2015
5694;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;15,4146;M;Comercio Exterior;Inactivo norma de retiros;4,2283;ENERO-MARZO 2015
5695;ADMISION REGULAR;2012;2012;PRIVADO;Distrito Federal;16,2195;M;Ingeniería de Materiales;Inactivo norma de retiros;3,2857;ENERO-MARZO 2015
5696;ADMISION REGULAR;2011;2011;PRIVADO;MIRANDA;;F;Comercio Exterior;GRADUADO;3,7007;ENERO-MARZO 2015
5697;ADMISION REGULAR;2009;2009;PRIVADO;Distrito Federal;19,317;M;Ingeniería Química;GRADUADO;4,2723;ENERO-MARZO 2015
5698;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;15,775;M;Ingeniería de Producción;GRADUADO;4,0913;ENERO-MARZO 2015
5699;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;16,0487;M;Ingeniería de Producción;Inactivo norma de retiros;3,6385;ENERO-MARZO 2015
5700;ADMISION REGULAR;2009;2009;PRIVADO;Distrito Federal;18,0975;M;Ingeniería Mecánica;Inactivo norma de retiros;3;ENERO-MARZO 2015
5701;ADMISION REGULAR;2011;2011;PRIVADO;ARAGUA;;F;Comercio Exterior;GRADUADO;4,0601;ENERO-MARZO 2015
5702;OPSU;2009;2009;PRIVADO;Miranda;18,6829;F;Licenciatura en Química;GRADUADO;4,5370;ENERO-MARZO 2015
5703;ADMISION REGULAR;2009;2009;PRIVADO;Distrito Federal;16,8048;F;Ingeniería Geofísica;GRADUADO;3,7828;ENERO-MARZO 2015
5704;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;13,125;M;Ingeniería Eléctrica;Inactivo norma de retiros;3,2;ENERO-MARZO 2015
5705;OPSU;2013;2013;PRIVADO;Distrito Federal;16,4878;F;Tecnología Electrónica;Inactivo Elim.trim.1 no aprob.;3,3333;ENERO-MARZO 2015
5706;OPSU;2013;2013;PRIVADO;Miranda;17;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,1315;ENERO-MARZO 2015
5707;ADMISION REGULAR;2010;2010;PRIVADO;Miranda;15,6341;F;Ingeniería de Computación;Inactivo norma de retiros;3,0442;ENERO-MARZO 2015
5708;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;19,1219;M;Ingeniería de Producción;GRADUADO;4,6778;ENERO-MARZO 2015
5709;ADMISION REGULAR;2011;2011;PRIVADO;Anzoátegui;17,2195;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,0888;ENERO-MARZO 2015
5710;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;18,4146;F;Ingeniería Mecánica;GRADUADO;3,9952;ENERO-MARZO 2015
5711;ADMISION REGULAR;2010;2010;PRIVADO;Miranda;16,5609;F;Ingeniería de Computación;Inactivo norma de retiros;3,3;ENERO-MARZO 2015
5712;CIU;2011;2011;PRIVADO;Miranda;17,6341;M;Licenciatura en Biología;Inactivo norma de retiros;3,2872;ENERO-MARZO 2015
5713;ADMISION REGULAR;2010;2010;PRIVADO;Carabobo;17,2926;F;Arquitectura;Inactivo norma de retiros;3,9583;ENERO-MARZO 2015
5714;ADMISION REGULAR;2010;2010;PRIVADO;Distrito Federal;18,756;M;Ingeniería de Computación;GRADUADO;4,5177;ENERO-MARZO 2015
5715;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;16,2857;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,4210;ENERO-MARZO 2015
5716;ADMISION REGULAR;2012;2012;PRIVADO;MIRANDA;;M;Comercio Exterior;Inactivo norma de retiros;3,9278;ENERO-MARZO 2015
5717;ADMISION REGULAR;2010;2010;PRIVADO;Miranda;15,1463;F;Ingeniería Química;Inactivo Eliminado 2PP consecu;2,944;ENERO-MARZO 2015
5718;OPSU;2011;2011;PRIVADO;Miranda;18,3902;M;Ingeniería de Computación;Inactivo norma de retiros;3,4324;ENERO-MARZO 2015
5719;ADMISION REGULAR;2012;2012;PRIVADO;Distrito Federal;16,5365;M;Ingeniería de Producción;Inactivo norma de retiros;3,3653;ENERO-MARZO 2015
5720;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;18,8536;F;Ingeniería de Computación;Inactivo norma de retiros;3,1818;ENERO-MARZO 2015
5721;OPSU;2011;2011;;;;M;Tecnología Eléctrica;GRADUADO;4,2977;ENERO-MARZO 2015
5722;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;15,2682;M;Licenciatura en Química;Inactivo Eliminado 2PP consecu;2,9154;ENERO-MARZO 2015
5723;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;16,2195;M;Ingeniería de Computación;Inactivo norma de retiros;4,4393;ENERO-MARZO 2015
5724;OPSU;2012;2012;PRIVADO;Miranda;17,6585;M;Licenciatura en Física;Inactivo norma de retiros;3,0153;ENERO-MARZO 2015
5725;ADMISION REGULAR;2011;2011;OFICIAL;ARAGUA;;M;Organización Empresarial;GRADUADO;4,56;ENERO-MARZO 2015
5726;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;17,0243;F;Urbanismo;Inactivo Elim.trim.1 no aprob.;3,2608;ENERO-MARZO 2015
5727;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;18,3414;M;Ingeniería Mecánica;Inactivo norma de retiros;4,0941;ENERO-MARZO 2015
5728;ADMISION REGULAR;2009;2009;OFICIAL;Distrito Federal;16,2439;M;Urbanismo;GRADUADO;3,9436;ENERO-MARZO 2015
5729;ADMISION REGULAR;2009;2009;PRIVADO;Aragua;13,5365;M;Ingeniería Mecánica;GRADUADO;3,7023;ENERO-MARZO 2015
5730;CIU;2009;2009;OFICIAL;Miranda;14,4047;F;Ingeniería de Producción;Inactivo norma de retiros;3,0336;ENERO-MARZO 2015
5731;ADMISION REGULAR;2011;2011;OFICIAL;Distrito Federal;15,4761;M;Tecnología Electrónica;GRADUADO;4,1094;ENERO-MARZO 2015
5732;OPSU;2009;2009;PRIVADO;Distrito Federal;17,1951;M;Ingeniería Eléctrica;Inactivo Eliminado 3PP;2,8080;ENERO-MARZO 2015
5733;ADMISION REGULAR;2009;2009;PRIVADO;Distrito Federal;18,9512;M;Ingeniería Mecánica;GRADUADO;3,9620;ENERO-MARZO 2015
5734;ADMISION REGULAR;2010;2010;OFICIAL;Miranda;17,2439;F;Tecnología Eléctrica;GRADUADO;4,0802;ENERO-MARZO 2015
5735;ADMISION REGULAR;2011;2011;PRIVADO;MIRANDA;;M;Comercio Exterior;GRADUADO;3,6518;ENERO-MARZO 2015
5736;ADMISION REGULAR;2012;2012;PRIVADO;Anzoátegui;17,1951;M;Licenciatura en Matemáticas;Inactivo norma de retiros;3,3239;ENERO-MARZO 2015
5737;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;15,1707;F;Comercio Exterior;GRADUADO;4,3543;ENERO-MARZO 2015
5738;ADMISION REGULAR;2013;2013;OFICIAL;Miranda;18,4634;M;Ingeniería Eléctrica;Inactivo Eliminado 3PP;2,8974;ENERO-MARZO 2015
5739;ADMISION REGULAR;2011;2011;PRIVADO;DISTRITO CAPITAL;;M;Comercio Exterior;GRADUADO;3,6850;ENERO-MARZO 2015
5740;OPSU;2009;2009;PRIVADO;Guárico;18,8292;F;Ingeniería de Computación;GRADUADO;3,7839;ENERO-MARZO 2015
5741;ADMISION REGULAR;2011;2011;OFICIAL;Distrito Federal;15,1;M;Comercio Exterior;GRADUADO;3,9527;ENERO-MARZO 2015
5742;ADMISION REGULAR;2010;2010;OFICIAL;DISTRITO CAPITAL;;M;Tecnología Electrónica;GRADUADO;3,9843;ENERO-MARZO 2015
5743;ADMISION REGULAR;2012;2012;OFICIAL;Miranda;13,0975;M;Tecnología Eléctrica;Inactivo Eliminado 2PP consecu;2,8906;ENERO-MARZO 2015
5744;CIU;2010;2010;OFICIAL;Distrito Federal;15,0731;M;Ingeniería Química;Inactivo norma de retiros;3,0545;ENERO-MARZO 2015
5745;CIU;2010;2010;OFICIAL;Miranda;15,5609;M;Ingeniería Electrónica;Inactivo norma de retiros;3,0112;ENERO-MARZO 2015
5746;OPSU;2010;2010;PRIVADO;Aragua;17,756;M;Ingeniería Mecánica;Inactivo norma de retiros;3,3576;ENERO-MARZO 2015
5747;ADMISION REGULAR;2010;2010;PRIVADO;MIRANDA;;M;Comercio Exterior;GRADUADO;3,5275;ENERO-MARZO 2015
5748;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;18,7804;M;Ingeniería Química;GRADUADO;4,1062;ENERO-MARZO 2015
5749;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;16,7941;F;Licenciatura en Química;Inactivo norma de retiros;3,9186;ENERO-MARZO 2015
5750;EQUIVALENCIA;2012;2013;OFICIAL;Miranda;16,2682;M;Ingeniería Eléctrica;Inactivo Eliminado 2PP consecu;2,9714;ENERO-MARZO 2015
5751;ADMISION REGULAR;2011;2011;PRIVADO;Distrito Federal;16,1707;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,0659;ENERO-MARZO 2015
5752;OPSU;2012;2012;PRIVADO;Guárico;17,9024;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo norma de retiros;2,5333;ENERO-MARZO 2015
5753;OPSU;2013;2013;PRIVADO;Distrito Federal;15,0487;F;Comercio Exterior;Inactivo norma de retiros;3,8157;ENERO-MARZO 2015
5754;EQUIVALENCIA;2012;2013;PRIVADO;Distrito Federal;12,9512;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;2,68;ENERO-MARZO 2015
5755;ADMISION REGULAR;2009;2009;PRIVADO;Distrito Federal;16,475;F;Ingeniería de Computación;GRADUADO;3,8418;ENERO-MARZO 2015
5756;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;14,2682;M;Ingeniería Geofísica;GRADUADO;4,1464;ENERO-MARZO 2015
5757;ADMISION REGULAR;2009;2009;PRIVADO;Aragua;17;F;Ingeniería de Materiales;GRADUADO;3,5467;ENERO-MARZO 2015
5758;CIU;2011;2011;OFICIAL;Miranda;15,1951;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;2,7164;ENERO-MARZO 2015
5759;OPSU;2012;2013;;;;M;Ingeniería Electrónica;Inactivo Eliminado indice acad;2,3846;ENERO-MARZO 2015
5760;OPSU;2010;2010;PRIVADO;Miranda;15,317;M;Licenciatura en Física;Inactivo norma de retiros;3,1489;ENERO-MARZO 2015
5761;OPSU;2012;2012;OFICIAL;Miranda;17,9756;F;Licenciatura en Química;Inactivo Elim.trim.1 no aprob.;3;ENERO-MARZO 2015
5762;OPSU;2011;2011;PRIVADO;Miranda;19,2682;F;Ingeniería Química;Inactivo norma de retiros;3,1860;ENERO-MARZO 2015
5763;CIU;2011;2011;OFICIAL;Distrito Federal;17,9024;F;Ingeniería Química;Inactivo Eliminado indice acad;2,7042;ENERO-MARZO 2015
5764;ADMISION REGULAR;2010;2010;PRIVADO;Aragua;18,1428;M;Ingeniería Mecánica;Inactivo norma de retiros;3,2906;ENERO-MARZO 2015
5765;OPSU;2009;2009;PRIVADO;Miranda;17,0243;M;Ingeniería Mecánica;GRADUADO;3,9336;ENERO-MARZO 2015
5766;OPSU;2013;2013;PRIVADO;Miranda;18,756;M;Ingeniería de Computación;Inactivo Elim.trim.1 no aprob.;3,3111;ENERO-MARZO 2015
5767;ADMISION REGULAR;2009;2009;PRIVADO;Guárico;18,7804;M;Ingeniería Química;GRADUADO;3,7922;ENERO-MARZO 2015
5768;OPSU;2010;2010;PRIVADO;Miranda;16,7111;M;Tecnología Eléctrica;GRADUADO;4,2481;ENERO-MARZO 2015
5769;OPSU;2010;2010;PRIVADO;Distrito Federal;19,2926;M;Comercio Exterior;GRADUADO;3,6323;ENERO-MARZO 2015
5770;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;17,9024;F;Ingeniería de Producción;GRADUADO;4,1469;ENERO-MARZO 2015
5771;CIU;2009;2009;PRIVADO;Miranda;17,439;F;Ingeniería de Producción;GRADUADO;3,9423;ENERO-MARZO 2015
5772;ADMISION REGULAR;2010;2010;PRIVADO;Distrito Federal;16,4634;M;Organización Empresarial;GRADUADO;3,936;ENERO-MARZO 2015
5773;OPSU;2011;2011;PRIVADO;Nueva Esparta;18,5609;F;Ingeniería de Telecomunicaciones;Inactivo norma de retiros;3,2375;ENERO-MARZO 2015
5774;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;19,2682;M;Ingeniería Química;GRADUADO;3,8647;ENERO-MARZO 2015
5775;ADMISION REGULAR;2011;2011;PRIVADO;Distrito Federal;17,8536;M;Ingeniería de Computación;Inactivo norma de retiros;3,7894;ENERO-MARZO 2015
5776;ADMISION REGULAR;2010;2010;PRIVADO;Distrito Federal;14,3414;M;Tecnología Electrónica;GRADUADO;4,1679;ENERO-MARZO 2015
5777;CIU;2010;2010;PRIVADO;Miranda;18,7073;F;Ingeniería de Producción;Inactivo norma de retiros;3,35;ENERO-MARZO 2015
5778;EQUIVALENCIA;2010;2011;PRIVADO;Miranda;13,6341;M;Ingeniería Mecánica;Inactivo Eliminado 3PP;2,98;ENERO-MARZO 2015
5779;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;17,1951;F;Urbanismo;GRADUADO;4,3615;ENERO-MARZO 2015
5780;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;16,0975;M;Ingeniería de Producción;GRADUADO;4,1538;ENERO-MARZO 2015
5781;ADMISION REGULAR;2010;2010;PRIVADO;Distrito Federal;17,9268;F;Comercio Exterior;GRADUADO;3,8740;ENERO-MARZO 2015
5782;CIU;2012;2012;OFICIAL;Miranda;18,4418;M;Ingeniería de Materiales;Inactivo norma de retiros;3,0961;ENERO-MARZO 2015
5783;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;19,0243;M;Ingeniería de Producción;GRADUADO;4,8509;ENERO-MARZO 2015
5784;OPSU;2011;2011;PRIVADO;Aragua;17,8292;F;Ingeniería Geofísica;Inactivo norma de retiros;2,9552;ENERO-MARZO 2015
5785;ADMISION REGULAR;2009;2009;PRIVADO;Distrito Federal;15,7;F;Ingeniería Eléctrica;GRADUADO;3,8894;ENERO-MARZO 2015
5786;OPSU;2011;2011;PRIVADO;Miranda;16,3658;F;Comercio Exterior;GRADUADO;3,7633;ENERO-MARZO 2015
5787;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;14;M;Ingeniería Eléctrica;Inactivo norma de retiros;3,1940;ENERO-MARZO 2015
5788;ADMISION REGULAR;2010;2010;PRIVADO;Miranda;13,3571;F;Tecnología Electrónica;Inactivo norma de retiros;2,9212;ENERO-MARZO 2015
5789;OPSU;2010;2011;PRIVADO;DISTRITO CAPITAL;;M;Comercio Exterior;GRADUADO;3,8244;ENERO-MARZO 2015
5790;OPSU;2010;2011;PRIVADO;DISTRITO CAPITAL;;M;Comercio Exterior;GRADUADO;3,8244;ENERO-MARZO 2015
5791;OPSU;2011;2011;;;;F;Organización Empresarial;GRADUADO;3,856;ENERO-MARZO 2015
5792;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;14,878;M;Ingeniería de Computación;Inactivo norma de retiros;3,1304;ENERO-MARZO 2015
5793;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;17,0731;M;Ingeniería de Producción;Inactivo norma de retiros;3,7755;ENERO-MARZO 2015
5794;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;17,1463;F;Ingeniería de Producción;Inactivo norma de retiros;3,6760;ENERO-MARZO 2015
5795;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;15,5853;M;Tecnología Electrónica;Inactivo norma de retiros;2,9354;ENERO-MARZO 2015
5796;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;14,1951;M;Ingeniería Química;Inactivo Eliminado indice acad;2,7977;ENERO-MARZO 2015
5797;CIU;2011;2011;PRIVADO;Vargas;18,7073;M;Ingeniería Mecánica;Inactivo norma de retiros;3,3882;ENERO-MARZO 2015
5798;CIU;2009;2009;PRIVADO;Miranda;13,439;M;Ingeniería de Computación;Inactivo norma de retiros;3;ENERO-MARZO 2015
5799;ADMISION REGULAR;2012;2012;PRIVADO;Lara;18,4634;M;Ingeniería Electrónica;Inactivo norma de retiros;3,1911;ENERO-MARZO 2015
5800;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;17,1463;F;Ingeniería Química;GRADUADO;3,8067;ENERO-MARZO 2015
5801;ADMISION REGULAR;2011;2011;PRIVADO;Nueva Esparta;14,8536;F;Organización Empresarial;GRADUADO;4,4;ENERO-MARZO 2015
5802;CIU;2010;2010;PRIVADO;MIRANDA;16,9268;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,1785;ENERO-MARZO 2015
5803;CIU;2010;2010;PRIVADO;Anzoátegui;18,4888;F;Ingeniería de Producción;Inactivo norma de retiros;3,2575;ENERO-MARZO 2015
5804;ADMISION REGULAR;2011;2011;PRIVADO;BOLIVAR;;F;Comercio Exterior;GRADUADO;4,6377;ENERO-MARZO 2015
5805;OPSU;2012;2012;;;;M;Licenciatura en Química;Inactivo Eliminado indice acad;2,6944;ENERO-MARZO 2015
5806;ADMISION REGULAR;2009;2009;PRIVADO;Miranda;17,3658;M;Ingeniería de Computación;GRADUADO;4,25;ENERO-MARZO 2015
5807;ADMISION REGULAR;2012;2012;PRIVADO;Distrito Federal;16,2926;M;Licenciatura en Física;Inactivo norma de retiros;3,3424;ENERO-MARZO 2015
5808;ADMISION REGULAR;2009;2009;PRIVADO;Distrito Federal;15,3902;M;Ingeniería Electrónica;GRADUADO;3,9810;ENERO-MARZO 2015
5809;ADMISION REGULAR;2011;2011;OFICIAL;Miranda;16,9024;F;Tecnología Electrónica;Inactivo norma de retiros;2,9193;ENERO-MARZO 2015
5810;CIU;2010;2010;OFICIAL;Miranda;17,2439;F;Ingeniería Geofísica;Inactivo norma de retiros;2,9813;ENERO-MARZO 2015
5811;ADMISION REGULAR;2012;2012;PRIVADO;Distrito Federal;14,878;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;2,6562;ENERO-MARZO 2015
5812;CIU;2010;2010;PRIVADO;Aragua;17,9024;F;Licenciatura en Biología;Inactivo norma de retiros;3;ENERO-MARZO 2015
5813;ADMISION REGULAR;2010;2010;OFICIAL;Distrito Federal;12,875;M;Comercio Exterior;GRADUADO;3,4632;ENERO-MARZO 2015
5814;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;13,7804;M;Licenciatura en Física;Inactivo norma de retiros;5;ENERO-MARZO 2015
5815;OPSU;2014;2014;;;;M;Ingeniería de Telecomunicaciones;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5816;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;13,3414;M;Licenciatura en Física;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5817;OPSU;2014;2014;SEMI-PRIVADO;Distrito Federal;17,2439;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5818;OPSU;2014;2014;OFICIAL;Miranda;16,4285;M;Ingeniería Eléctrica;Inactivo Eliminado indice acad;1,6923;ENERO-MARZO 2015
5819;OPSU;2014;2014;PRIVADO;Distrito Federal;16,7805;F;Ingeniería Eléctrica;Inactivo Eliminado indice acad;1,4615;ENERO-MARZO 2015
5820;OPSU;2014;2014;;;;M;Tecnología Eléctrica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5821;OPSU;2014;2014;;;;F;Comercio Exterior;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5822;OPSU;2014;2014;PRIVADO;Distrito Federal;17,1463;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5823;OPSU;2013;2013;;;;F;Comercio Exterior;Inactivo Eliminado indice acad;2,3437;ENERO-MARZO 2015
5824;OPSU;2014;2014;;;;M;Ingeniería de Computación;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5825;OPSU;2014;2014;;;;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5826;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;16,9024;M;Licenciatura en Física;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5827;ADMISION REGULAR;2013;2013;OFICIAL;Distrito Federal;13,7857;F;Organización Empresarial;Inactivo Eliminado indice acad;2,2692;ENERO-MARZO 2015
5828;CIU;2013;2013;PRIVADO;Miranda;15,3902;F;Ingeniería Electrónica;Inactivo norma de retiros;3,5714;ENERO-MARZO 2015
5829;OPSU;2014;2014;PRIVADO;Miranda;18,1219;F;Ingeniería de Producción;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5830;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;18,275;F;Arquitectura;Inactivo norma de retiros;4,0714;ENERO-MARZO 2015
5831;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,439;F;Ingeniería de Materiales;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5832;OPSU;2014;2014;;;;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5833;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;14,4634;M;Comercio Exterior;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5834;OPSU;2014;2014;OFICIAL;Miranda;17,8049;M;Ingeniería de Producción;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5835;OPSU;2014;2014;OFICIAL;TRUJILLO;18,619;M;Comercio Exterior;Inactivo norma de retiros;2,6153;ENERO-MARZO 2015
5836;OPSU;2013;2013;OFICIAL;Miranda;17,2195;M;Ingeniería de Computación;Inactivo Elim.trim.1 no aprob.;3,1219;ENERO-MARZO 2015
5837;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,9512;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo norma de retiros;2;ENERO-MARZO 2015
5838;OPSU;2014;2014;OFICIAL;Trujillo;19,238;M;Ingeniería de Telecomunicaciones;Inactivo norma de retiros;2,1538;ENERO-MARZO 2015
5839;OPSU;2013;2013;PRIVADO;Miranda;18,0243;F;Arquitectura;Inactivo Elim.trim.1 no aprob.;3,5161;ENERO-MARZO 2015
5840;OPSU;2014;2014;;;;F;Arquitectura;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5841;OPSU;2014;2014;PRIVADO;Nueva Esparta;18,6097;F;Ingeniería Química;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5842;OPSU;2014;2014;PRIVADO;Miranda;15,4285;M;Licenciatura en Física;Inactivo norma de retiros;3,3076;ENERO-MARZO 2015
5843;ADMISION REGULAR;2014;2014;PRIVADO;Monagas;15,6097;M;Arquitectura;Inactivo Eliminado indice acad;1,375;ENERO-MARZO 2015
5844;OPSU;2014;2014;OFICIAL;Miranda;16,8048;F;Ingeniería de Materiales;Inactivo Eliminado indice acad;1,6923;ENERO-MARZO 2015
5845;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;18,1951;M;Arquitectura;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5846;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;18,3414;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5847;OPSU;2014;2014;;;;F;Arquitectura;Inactivo norma de retiros;2,5;ENERO-MARZO 2015
5848;OPSU;2013;2013;PRIVADO;Distrito Federal;16,7073;M;Tecnología Eléctrica;Inactivo Elim.trim.1 no aprob.;3,2325;ENERO-MARZO 2015
5849;OPSU;2013;2013;;;;F;Ingeniería de Producción;Inactivo Eliminado 2PP consecu;2,8888;ENERO-MARZO 2015
5850;OPSU;2014;2014;;;;F;Ingeniería Química;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5851;OPSU;2014;2014;PRIVADO;Miranda;16,7073;F;Licenciatura en Química;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5852;OPSU;2014;2014;;;;F;Organización Empresarial;Inactivo Eliminado indice acad;1,6923;ENERO-MARZO 2015
5853;CIU;2013;2013;PRIVADO;Miranda;17,0714;F;Tecnología Electrónica;Inactivo Eliminado indice acad;2,5937;ENERO-MARZO 2015
5854;OPSU;2014;2014;PRIVADO;Miranda;17,9268;F;Licenciatura en Química;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5855;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,8292;M;Ingeniería de Producción;Inactivo norma de retiros;2,6153;ENERO-MARZO 2015
5856;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Distrito Federal;13,275;F;Ingeniería Eléctrica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5857;ADMISION REGULAR;2014;2014;OFICIAL;Miranda;16,6097;M;Organización Empresarial;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5858;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,2682;M;Urbanismo;Inactivo Eliminado indice acad;1,75;ENERO-MARZO 2015
5859;CIU;2014;2014;OFICIAL;Miranda;14,6341;M;Ingeniería Química;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5860;CIU;2013;2013;OFICIAL;Distrito Federal;16,7674;M;Licenciatura en Física;Inactivo norma de retiros;3,7924;ENERO-MARZO 2015
5861;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;16,5853;M;Ingeniería de Telecomunicaciones;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
