NUMERO DE ESTUDIANTE;TIPO_DE_INGRESO;COHORTE;AÑO_INGRESO;TIPO_DE_LICEO;PROCEDENCIA_DEL_LICEO;PROMEDIO DE BACHILLERATO;GENERO;NOMBRE_CARRERA;DESC_SITUACION_GLOBAL;IINDICE;ULTIMO PERIODO CURSADO
16891;OPSU;2014;2014;;;;F;Licenciatura en Biología;Activo Normal;4,8285;ENERO-MARZO 2018
16892;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;13,3414;M;Ingeniería Mecánica;Activo Normal;3,8113;ENERO-MARZO 2018
16893;OPSU;2014;2014;PRIVADO;Aragua;17,4878;M;Lic en Matemáticas ( Didáctica de la Mat.);Activo Normal;3,42;ENERO-MARZO 2018
16894;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;13,9259;M;Arquitectura;Activo Normal;3,6;ENERO-MARZO 2018
16895;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,9268;M;Ingeniería Eléctrica;Activo Normal;3,7529;ENERO-MARZO 2018
16896;OPSU;2014;2014;PRIVADO;Aragua;19;F;Arquitectura;Activo Normal;3,4606;ENERO-MARZO 2018
16897;ADMISION REGULAR;2014;2014;PRIVADO;CARABOBO;15,6829;M;Comercio Exterior;Activo Normal;3,8679;ENERO-MARZO 2018
16898;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;17,2195;F;Ingeniería Eléctrica;Activo Normal;3,6372;ENERO-MARZO 2018
16899;ADMISION REGULAR;2015;2016;SEMI-PRIVADO;Distrito Federal;17,4634;M;Ingeniería de Telecomunicaciones;Activo Normal;3,9090;ENERO-MARZO 2018
16900;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;14,5853;M;Tecnología Eléctrica;Activo Normal;3,9642;ENERO-MARZO 2018
16901;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,9024;F;Ingeniería Química;Activo Normal;3,4743;ENERO-MARZO 2018
16902;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;16,0714;M;Ingeniería de Producción;Activo Normal;4,6915;ENERO-MARZO 2018
16903;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;17,4878;F;Ingeniería Geofísica;Activo Normal;3,6020;ENERO-MARZO 2018
16904;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;17,1951;M;Ingeniería Eléctrica;Activo Normal;3,7666;ENERO-MARZO 2018
16905;ADMISION REGULAR;2015;2016;PRIVADO;Anzoátegui;19,0222;M;Ingeniería Química;Activo Normal;4,4528;ENERO-MARZO 2018
16906;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Vargas;18,7804;M;Ingeniería Geofísica;Activo Normal;3,2537;ENERO-MARZO 2018
16907;OPSU;2014;2014;;;;M;Licenciatura en Química;Activo Normal;3,7833;ENERO-MARZO 2018
16908;OPSU;2014;2014;PRIVADO;Carabobo;19,6341;F;Arquitectura;Activo Normal;3,8260;ENERO-MARZO 2018
16909;ADMISION REGULAR;2014;2014;PRIVADO;MIRANDA;14,5122;M;Comercio Exterior;Activo Normal;3,6125;ENERO-MARZO 2018
16910;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,8048;F;Licenciatura en Química;Activo Normal;3,1898;ENERO-MARZO 2018
16911;ADMISION REGULAR;2014;2014;PRIVADO;Aragua;18,3902;F;Licenciatura en Física;Activo Normal;4,0987;ENERO-MARZO 2018
16912;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;13,9024;M;Ingeniería de Materiales;Activo Normal;3,3421;ENERO-MARZO 2018
16913;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,2195;M;Arquitectura;Activo Normal;3,6703;ENERO-MARZO 2018
16914;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,6585;M;Ingeniería Química;Activo Normal;3,7204;ENERO-MARZO 2018
16915;OPSU;2014;2014;PRIVADO;Aragua;19,4634;M;Ingeniería Mecánica;Activo Normal;4,1981;ENERO-MARZO 2018
16916;OPSU;2014;2014;PRIVADO;Aragua;18,0487;F;Ingeniería de Producción;Activo Normal;3,8529;ENERO-MARZO 2018
16917;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;12,1951;F;Ingeniería Química;Activo Normal;3,4;ENERO-MARZO 2018
16918;ADMISION REGULAR;2015;2016;PRIVADO;MIRANDA;16,122;F;Organización Empresarial;Activo Normal;4,1785;ENERO-MARZO 2018
16919;OPSU;2014;2014;SEMI-PRIVADO;Sucre;19,3095;M;Ingeniería Química;Activo Normal;3,0769;ENERO-MARZO 2018
16920;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;12,8333;M;Ingeniería Geofísica;Activo Normal;3,7187;ENERO-MARZO 2018
16921;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;16,0975;M;Ingeniería Química;Activo Normal;3,1944;ENERO-MARZO 2018
16922;OPSU;2015;2016;PRIVADO;Aragua;16,878;F;Urbanismo;Activo Normal;3,4893;ENERO-MARZO 2018
16923;ADMISION REGULAR;2014;2014;PRIVADO;Falcón;19,6097;M;Ingeniería de Telecomunicaciones;Activo Normal;4,0202;ENERO-MARZO 2018
16924;ADMISION REGULAR;2014;2014;PRIVADO;Carabobo;17,1707;M;Ingeniería de Telecomunicaciones;Activo Normal;3,4675;ENERO-MARZO 2018
16925;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;13,878;F;Comercio Exterior;Activo Normal;3,4615;ENERO-MARZO 2018
16926;ADMISION REGULAR;2015;2016;OFICIAL;Miranda;15,1463;M;Tecnología Electrónica;Activo Normal;3,65;ENERO-MARZO 2018
16927;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Distrito Federal;15,925;M;Tecnología Electrónica;Activo Normal;3,9;ENERO-MARZO 2018
16928;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;15,619;M;Organización Empresarial;Activo Normal;3,9841;ENERO-MARZO 2018
16929;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;12,9756;F;Organización Empresarial;Activo Normal;3,375;ENERO-MARZO 2018
16930;ADMISION REGULAR;2014;2014;PRIVADO;Anzoátegui;18,0487;M;Ingeniería Geofísica;Activo Normal;3,8584;ENERO-MARZO 2018
16931;OPSU;2014;2014;PRIVADO;Anzoátegui;17,8292;F;Ingeniería de Producción;Activo Normal;3,3417;ENERO-MARZO 2018
16932;ADMISION REGULAR;2015;2016;SEMI-PRIVADO;Distrito Federal;12,375;M;Tecnología Eléctrica;Activo Normal;3,6176;ENERO-MARZO 2018
16933;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,7073;M;Ingeniería Mecánica;Activo Normal;3,7333;ENERO-MARZO 2018
16934;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;14,878;F;Tecnología Eléctrica;Activo Normal;3,9531;ENERO-MARZO 2018
16935;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;18,6585;M;Ingeniería Electrónica;Activo Normal;4,7747;ENERO-MARZO 2018
16936;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,5952;M;Licenciatura en Física;Activo Normal;3,6808;ENERO-MARZO 2018
16937;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;12,9024;M;Tecnología Electrónica;Activo Normal;3,9569;ENERO-MARZO 2018
16938;ADMISION REGULAR;2014;2014;PRIVADO;Nueva Esparta;15,317;F;Ingeniería Geofísica;Activo Normal;3,4653;ENERO-MARZO 2018
16939;OPSU;2014;2014;OFICIAL;Distrito Federal;17,5348;F;Comercio Exterior;Activo Normal;3,3437;ENERO-MARZO 2018
16940;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;14,8292;M;Tecnología Eléctrica;Activo Normal;3,7812;ENERO-MARZO 2018
16941;OPSU;2014;2014;PRIVADO;Miranda;17,4878;F;Ingeniería de Computación;Activo Normal;3,6235;ENERO-MARZO 2018
16942;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;14,4761;M;Ingeniería de Materiales;Activo Normal;3,6527;ENERO-MARZO 2018
16943;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Distrito Federal;15,5853;M;Ingeniería Eléctrica;Activo Normal;3,6081;ENERO-MARZO 2018
16944;ADMISION REGULAR;2014;2014;PRIVADO;TRUJILLO;19,4634;M;Comercio Exterior;Activo Normal;4,7830;ENERO-MARZO 2018
16945;OPSU;2015;2016;PRIVADO;;16,2195;M;Ingeniería Electrónica;Inactivo Elim.trim.1 no aprob.;2,9210;ENERO-MARZO 2018
16946;OPSU;2015;2016;PRIVADO;;18,9756;F;Urbanismo;Activo Normal;4,2272;ENERO-MARZO 2018
16947;OPSU;2014;2014;PRIVADO;Distrito Federal;18,2195;M;Licenciatura en Matemáticas;Activo Normal;3,9578;ENERO-MARZO 2018
16948;OPSU;2015;2016;PRIVADO;Miranda;18,878;M;Licenciatura en Química;Activo Normal;3,5;ENERO-MARZO 2018
16949;OPSU;2015;2016;OFICIAL;;15,5;F;Organización Empresarial;Activo Normal;3,25;ENERO-MARZO 2018
16950;OPSU;2014;2014;PRIVADO;Monagas;19,439;F;Ingeniería de Computación;Activo Normal;3,9090;ENERO-MARZO 2018
16951;OPSU;2015;2016;OFICIAL;Miranda;18,8292;F;Ingeniería de Producción;Activo Normal;3,0425;ENERO-MARZO 2018
16952;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;18,4146;M;Ingeniería Electrónica;Activo Normal;4,0609;ENERO-MARZO 2018
16953;OPSU;2015;2016;SEMI-PRIVADO;Distrito Federal;16,9767;F;Ingeniería de Telecomunicaciones;Activo Normal;3,8;ENERO-MARZO 2018
16954;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;15,5952;F;Tecnología Electrónica;Activo Normal;3,6444;ENERO-MARZO 2018
16955;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Miranda;17,7317;M;Comercio Exterior;Activo Normal;3,7647;ENERO-MARZO 2018
16956;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,4222;M;Ingeniería de Materiales;Activo Normal;3,5824;ENERO-MARZO 2018
16957;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,1463;F;Arquitectura;Activo Normal;4,0196;ENERO-MARZO 2018
16958;ADMISION REGULAR;2014;2014;PRIVADO;Trujillo;17,8809;F;Ingeniería de Materiales;Activo Normal;3,3888;ENERO-MARZO 2018
